year,month,day,date,state,magnitude,injuries,fatalities,start_latitude,start_longitude,end_latitude,end_longitude,length,width,region,season
2007,2,2,2007-02-02,FL,0,0,0,27.73,-81.53,27.73,-81.53,0.5,50,s,Winter
2007,2,2,2007-02-02,FL,1,0,0,29.06,-80.99,29.07,-80.94,3.1,100,s,Winter
2007,2,2,2007-02-02,FL,3,25,8,28.88,-82.05,28.92,-81.78,16.17,450,s,Winter
2007,2,2,2007-02-02,FL,3,51,13,28.96,-81.59,29.04,-81.16,26.03,450,s,Winter
2007,2,13,2007-02-13,SC,1,0,0,32.99,-81.29,32.99,-81.29,0.03,30,s,Winter
2007,2,13,2007-02-13,SC,1,0,0,33.65,-82.17,33.87,-81.92,31.33,200,s,Winter
2007,2,13,2007-02-13,SC,0,0,0,33.14,-81.13,33.15,-81.1,2.01,40,s,Winter
2007,2,13,2007-02-13,MS,1,0,0,32.14,-89.51,32.15,-89.45,3.71,75,s,Winter
2007,2,13,2007-02-13,MS,0,0,0,30.45,-88.74,30.45,-88.74,0.3,25,s,Winter
2007,2,13,2007-02-13,MS,0,0,0,30.78,-89.47,30.78,-89.47,0.3,25,s,Winter
2007,2,13,2007-02-13,LA,2,10,1,30.01,-90.05,30.02,-90.03,1.29,50,s,Winter
2007,2,13,2007-02-13,LA,2,24,0,29.9,-90.13,29.98,-90.1,8.72,50,s,Winter
2007,2,13,2007-02-13,LA,2,3,0,30.23,-91.86,30.28,-91.81,4.31,300,s,Winter
2007,2,13,2007-02-13,MS,0,0,0,31.42,-89.85,31.45,-89.81,3.0,75,s,Winter
2007,2,13,2007-02-13,LA,0,0,0,30.03,-92.04,30.04,-92.03,0.46,25,s,Winter
2007,2,13,2007-02-13,LA,0,0,0,29.99,-91.76,29.99,-91.76,0.46,25,s,Winter
2007,2,13,2007-02-13,GA,1,1,0,32.75,-81.6,32.76,-81.59,0.6,35,s,Winter
2007,2,13,2007-02-13,FL,1,0,0,30.41,-84.8,30.41,-84.8,0.25,50,s,Winter
2007,2,13,2007-02-13,AL,1,0,0,32.47,-86.75,32.45,-86.74,1.1,200,s,Winter
2007,2,13,2007-02-13,AL,1,0,0,33.01,-87.4,33.01,-87.23,9.71,400,s,Winter
2007,2,13,2007-02-13,AL,0,0,0,33.02,-87.08,33.01,-86.95,7.47,250,s,Winter
2007,2,13,2007-02-13,AL,0,0,0,32.59,-87.57,32.57,-87.46,6.52,25,s,Winter
2007,2,13,2007-02-13,LA,1,0,0,30.11,-92.02,30.14,-92.01,2.16,50,s,Winter
2007,2,23,2007-02-23,TX,0,0,0,35.28,-100.6,35.28,-100.6,0.1,25,s,Winter
2007,2,23,2007-02-23,KS,0,0,0,37.38,-100.35,37.46,-100.3,2.5,50,mw,Winter
2007,2,23,2007-02-23,KS,1,0,0,37.45,-100.28,37.7,-100.12,18.41,100,mw,Winter
2007,2,24,2007-02-24,LA,2,0,0,31.61,-91.83,31.74,-91.6,17.33,500,s,Winter
2007,2,24,2007-02-24,MS,1,0,0,32.32,-89.3,32.35,-89.26,3.5,150,s,Winter
2007,2,24,2007-02-24,MS,1,0,0,32.22,-89.92,32.22,-89.92,1.0,75,s,Winter
2007,2,24,2007-02-24,MS,1,0,0,33.39,-90.72,33.51,-90.58,12.0,150,s,Winter
2007,2,24,2007-02-24,MS,0,0,0,33.66,-90.36,33.66,-90.35,1.0,40,s,Winter
2007,2,24,2007-02-24,MO,1,0,0,38.65,-94.0,38.68,-94.0,2.0,50,mw,Winter
2007,2,24,2007-02-24,LA,1,0,0,32.99,-92.62,33.08,-92.53,7.0,150,s,Winter
2007,2,24,2007-02-24,LA,1,1,0,32.59,-93.64,32.6,-93.62,1.0,200,s,Winter
2007,2,24,2007-02-24,AR,3,28,0,33.74,-91.75,34.01,-91.33,29.1,880,Unknown,Winter
2007,2,24,2007-02-24,AR,3,5,0,33.02,-92.73,33.21,-92.32,26.0,250,Unknown,Winter
2007,2,24,2007-02-24,AR,2,0,0,33.7,-91.8,33.83,-91.61,14.81,200,Unknown,Winter
2007,2,24,2007-02-24,AR,2,6,0,33.27,-92.28,33.5,-91.98,21.65,440,Unknown,Winter
2007,2,24,2007-02-24,AR,1,0,0,33.62,-91.61,33.63,-91.6,0.9,50,Unknown,Winter
2007,2,24,2007-02-24,AR,1,0,0,34.0,-91.35,34.05,-91.23,8.5,150,Unknown,Winter
2007,2,24,2007-02-24,AR,0,0,0,33.15,-91.95,33.17,-91.94,1.0,50,Unknown,Winter
2007,2,24,2007-02-24,KS,0,0,0,39.01,-98.6,39.01,-98.6,0.25,25,mw,Winter
2007,2,25,2007-02-25,CA,0,0,0,38.39,-121.37,38.41,-121.37,1.0,5,w,Winter
2007,2,28,2007-02-28,KS,0,0,0,38.01,-95.4,38.01,-95.4,0.1,20,mw,Winter
2007,2,28,2007-02-28,MO,1,0,0,38.67,-94.15,38.74,-94.08,6.23,50,mw,Winter
2007,2,28,2007-02-28,MO,1,0,0,38.33,-94.53,38.4,-94.41,12.87,100,mw,Winter
2007,2,28,2007-02-28,KS,1,0,0,38.07,-95.34,38.17,-95.21,9.42,440,mw,Winter
2007,2,28,2007-02-28,FL,0,0,0,26.2,-80.22,26.17,-80.21,2.17,100,s,Winter
2007,2,28,2007-02-28,KS,0,0,0,38.05,-95.42,38.07,-95.43,1.17,50,mw,Winter
2007,2,28,2007-02-28,KS,0,0,0,38.0,-95.59,38.0,-95.59,0.25,50,mw,Winter
2007,2,28,2007-02-28,KS,0,0,0,38.03,-95.4,38.03,-95.4,0.25,250,mw,Winter
2007,3,1,2007-03-01,GA,2,3,6,31.32,-84.45,31.48,-83.98,30.53,200,s,Spring
2007,3,1,2007-03-01,GA,2,4,1,32.49,-84.16,32.57,-84.07,7.69,448,s,Spring
2007,3,1,2007-03-01,GA,2,0,0,31.51,-83.76,31.52,-83.71,2.93,200,s,Spring
2007,3,1,2007-03-01,GA,2,3,0,33.42,-82.61,33.5,-82.45,11.74,448,s,Spring
2007,3,1,2007-03-01,GA,2,0,0,32.66,-83.15,32.77,-82.97,13.27,895,s,Spring
2007,3,1,2007-03-01,GA,3,9,0,32.72,-83.93,32.79,-83.8,9.72,448,s,Spring
2007,3,1,2007-03-01,GA,2,2,0,31.44,-83.89,31.5,-83.85,4.55,150,s,Spring
2007,3,1,2007-03-01,GA,3,11,2,31.92,-84.55,32.23,-84.1,43.2,1790,s,Spring
2007,3,1,2007-03-01,MS,1,0,0,32.8,-90.23,32.86,-90.15,6.47,100,s,Spring
2007,3,1,2007-03-01,IL,0,1,0,39.77,-88.99,39.79,-88.97,1.0,30,mw,Spring
2007,3,1,2007-03-01,KY,1,0,0,36.83,-87.16,36.83,-87.15,0.2,30,s,Spring
2007,3,1,2007-03-01,LA,0,0,0,31.53,-91.91,31.53,-91.91,0.5,50,s,Spring
2007,3,1,2007-03-01,MO,0,0,0,39.52,-92.22,39.53,-92.19,2.07,50,mw,Spring
2007,3,1,2007-03-01,MO,1,0,0,39.6,-92.15,39.63,-92.1,3.36,60,mw,Spring
2007,3,1,2007-03-01,MO,1,0,0,39.6,-92.1,39.68,-91.98,8.62,100,mw,Spring
2007,3,1,2007-03-01,MO,3,0,1,36.59,-92.15,36.7,-91.87,15.0,200,mw,Spring
2007,3,1,2007-03-01,IL,0,0,0,37.44,-89.3,37.46,-89.28,1.8,150,mw,Spring
2007,3,1,2007-03-01,GA,1,0,0,31.55,-83.62,31.58,-83.52,7.9,150,s,Spring
2007,3,1,2007-03-01,FL,0,0,0,30.77,-86.94,30.77,-86.94,0.5,30,s,Spring
2007,3,1,2007-03-01,GA,1,0,0,32.68,-84.66,32.7,-84.59,4.1,100,s,Spring
2007,3,1,2007-03-01,AL,0,0,0,31.63,-86.64,31.66,-86.59,3.15,30,s,Spring
2007,3,1,2007-03-01,AL,1,6,0,31.45,-85.51,31.78,-85.04,37.94,150,s,Spring
2007,3,1,2007-03-01,AL,1,0,0,33.81,-87.9,33.89,-87.73,11.22,150,s,Spring
2007,3,1,2007-03-01,AL,1,0,0,33.43,-87.64,33.45,-87.58,3.73,100,s,Spring
2007,3,1,2007-03-01,AL,1,0,0,33.58,-86.95,33.59,-86.94,0.9,400,s,Spring
2007,3,1,2007-03-01,AL,2,6,0,32.03,-86.45,32.21,-86.09,24.55,600,s,Spring
2007,3,1,2007-03-01,AL,2,0,0,34.08,-87.25,34.15,-87.11,9.62,100,s,Spring
2007,3,1,2007-03-01,AL,2,1,0,32.51,-85.05,32.57,-84.87,12.2,300,s,Spring
2007,3,1,2007-03-01,AL,1,0,0,33.16,-86.86,33.16,-86.85,0.65,100,s,Spring
2007,3,1,2007-03-01,GA,1,0,0,32.49,-84.51,32.5,-84.47,2.51,100,s,Spring
2007,3,1,2007-03-01,GA,0,0,0,32.87,-83.81,32.86,-83.77,2.55,100,s,Spring
2007,3,1,2007-03-01,GA,0,0,0,32.99,-83.41,32.99,-83.41,0.02,50,s,Spring
2007,3,1,2007-03-01,GA,0,0,0,32.55,-83.29,32.55,-83.26,1.38,448,s,Spring
2007,3,1,2007-03-01,GA,1,0,0,32.07,-84.68,32.09,-84.66,1.5,250,s,Spring
2007,3,1,2007-03-01,GA,1,0,0,32.61,-83.97,32.72,-83.81,11.86,100,s,Spring
2007,3,1,2007-03-01,GA,1,0,0,32.9,-83.52,32.95,-83.49,3.62,150,s,Spring
2007,3,1,2007-03-01,AR,0,0,0,36.42,-93.39,36.43,-93.36,2.0,50,Unknown,Spring
2007,3,2,2007-03-02,SC,0,0,0,33.65,-81.68,33.72,-81.7,4.88,80,s,Spring
2007,3,2,2007-03-02,FL,0,0,0,30.53,-83.84,30.55,-83.81,2.28,50,s,Spring
2007,3,2,2007-03-02,FL,0,0,0,30.29,-82.82,30.29,-82.82,0.1,100,s,Spring
2007,3,2,2007-03-02,FL,0,0,0,30.53,-81.8,30.53,-81.8,1.19,100,s,Spring
2007,3,2,2007-03-02,FL,1,0,0,30.58,-83.43,30.61,-83.39,3.0,50,s,Spring
2007,3,2,2007-03-02,GA,0,0,0,30.67,-83.2,30.69,-83.16,2.0,50,s,Spring
2007,3,2,2007-03-02,NC,0,0,0,34.75,-76.53,34.75,-76.53,0.1,10,s,Spring
2007,3,10,2007-03-10,TX,1,0,0,34.55,-100.43,34.55,-100.43,0.25,100,s,Spring
2007,3,13,2007-03-13,TX,0,0,0,28.44,-97.53,28.47,-97.5,0.5,50,s,Spring
2007,3,14,2007-03-14,LA,0,0,0,29.6,-90.72,29.6,-90.72,0.2,25,s,Spring
2007,3,14,2007-03-14,OH,0,0,0,41.37,-82.1,41.37,-82.1,2.0,20,mw,Spring
2007,3,16,2007-03-16,FL,0,0,0,29.47,-81.21,29.47,-81.21,0.01,10,s,Spring
2007,3,21,2007-03-21,IA,0,0,0,40.62,-93.31,40.63,-93.28,1.4,35,mw,Spring
2007,3,23,2007-03-23,TX,2,0,0,33.72,-102.84,33.74,-102.83,1.5,150,s,Spring
2007,3,23,2007-03-23,TX,0,0,0,33.66,-102.84,33.66,-102.84,0.5,75,s,Spring
2007,3,23,2007-03-23,TX,0,0,0,34.52,-102.9,34.55,-102.9,1.75,40,s,Spring
2007,3,23,2007-03-23,TX,0,0,0,31.32,-101.9,31.3,-101.8,2.0,50,s,Spring
2007,3,23,2007-03-23,TX,0,0,0,34.22,-102.99,34.22,-102.99,0.25,50,s,Spring
2007,3,23,2007-03-23,TX,0,0,0,34.37,-103.03,34.35,-103.03,1.0,50,s,Spring
2007,3,23,2007-03-23,TX,0,0,0,30.68,-102.63,30.68,-102.63,2.0,75,s,Spring
2007,3,23,2007-03-23,OK,0,0,0,36.72,-101.12,36.74,-101.11,1.38,440,Unknown,Spring
2007,3,23,2007-03-23,NM,2,33,2,34.24,-103.17,34.42,-103.19,12.45,350,w,Spring
2007,3,23,2007-03-23,NM,2,0,0,33.13,-103.45,33.25,-103.43,8.36,880,w,Spring
2007,3,23,2007-03-23,NM,1,12,0,35.34,-103.42,35.38,-103.41,2.67,200,w,Spring
2007,3,23,2007-03-23,NM,0,0,0,32.57,-104.21,32.57,-104.21,0.1,20,w,Spring
2007,3,23,2007-03-23,NM,0,0,0,33.98,-103.23,33.98,-103.23,0.18,50,w,Spring
2007,3,23,2007-03-23,NM,0,0,0,34.14,-103.14,34.15,-103.15,0.57,70,w,Spring
2007,3,23,2007-03-23,NM,0,0,0,33.64,-103.35,33.63,-103.34,0.6,70,w,Spring
2007,3,23,2007-03-23,NM,0,0,0,33.49,-103.37,33.49,-103.37,1.0,75,w,Spring
2007,3,23,2007-03-23,NM,0,0,0,33.4,-103.33,33.41,-103.33,1.0,100,w,Spring
2007,3,23,2007-03-23,NM,0,0,0,32.86,-103.54,32.87,-103.51,3.0,30,w,Spring
2007,3,24,2007-03-24,TX,1,0,0,35.22,-100.6,35.22,-100.59,2.0,50,s,Spring
2007,3,24,2007-03-24,NE,0,0,0,40.54,-100.99,40.54,-100.99,0.1,20,mw,Spring
2007,3,24,2007-03-24,NE,0,0,0,41.1,-102.08,41.1,-102.08,0.1,10,mw,Spring
2007,3,24,2007-03-24,NE,0,0,0,41.14,-101.71,41.14,-101.71,0.1,10,mw,Spring
2007,3,24,2007-03-24,CO,0,0,0,40.95,-102.07,40.95,-102.07,0.1,50,w,Spring
2007,3,24,2007-03-24,CO,0,0,0,40.74,-102.17,40.74,-102.17,0.1,50,w,Spring
2007,3,24,2007-03-24,CO,0,0,0,40.61,-102.33,40.61,-102.33,0.1,50,w,Spring
2007,3,24,2007-03-24,CO,0,0,0,40.39,-102.33,40.39,-102.33,0.25,10,w,Spring
2007,3,25,2007-03-25,TX,0,0,0,33.5,-101.81,33.53,-101.82,2.0,25,s,Spring
2007,3,25,2007-03-25,TX,0,0,0,33.48,-101.85,33.5,-101.89,2.0,20,s,Spring
2007,3,25,2007-03-25,TX,0,0,0,34.53,-101.98,34.53,-101.97,0.5,25,s,Spring
2007,3,25,2007-03-25,TX,0,0,0,34.38,-102.24,34.42,-102.23,1.25,20,s,Spring
2007,3,26,2007-03-26,TX,0,0,0,29.35,-99.12,29.35,-99.07,3.0,30,s,Spring
2007,3,26,2007-03-26,TX,0,0,0,29.19,-98.97,29.19,-98.96,0.5,30,s,Spring
2007,3,26,2007-03-26,TX,0,0,0,29.35,-99.18,29.35,-99.18,0.5,40,s,Spring
2007,3,27,2007-03-27,TX,0,0,0,32.53,-94.18,32.59,-94.16,6.0,25,s,Spring
2007,3,27,2007-03-27,TX,1,0,0,32.46,-94.45,32.61,-94.41,10.0,50,s,Spring
2007,3,27,2007-03-27,AR,0,0,0,33.42,-93.67,33.52,-93.59,5.0,75,Unknown,Spring
2007,3,27,2007-03-27,LA,1,0,0,32.9,-93.32,32.94,-93.29,8.0,75,s,Spring
2007,3,28,2007-03-28,TX,0,0,0,34.54,-101.22,34.62,-101.22,4.75,220,s,Spring
2007,3,28,2007-03-28,NE,0,0,0,41.19,-101.71,41.19,-101.71,0.1,20,mw,Spring
2007,3,28,2007-03-28,NE,1,0,0,41.41,-101.92,41.7,-101.88,20.61,100,mw,Spring
2007,3,28,2007-03-28,NE,1,0,0,40.69,-101.82,40.72,-101.83,2.48,20,mw,Spring
2007,3,28,2007-03-28,NE,1,0,0,40.76,-101.78,40.79,-101.76,2.34,30,mw,Spring
2007,3,28,2007-03-28,NE,1,0,0,41.88,-101.92,41.9,-101.92,2.0,100,mw,Spring
2007,3,28,2007-03-28,NE,1,0,0,41.12,-101.75,41.13,-101.75,0.69,20,mw,Spring
2007,3,28,2007-03-28,NE,2,0,0,40.76,-101.77,40.97,-101.88,15.93,900,mw,Spring
2007,3,28,2007-03-28,OK,2,0,0,36.73,-100.41,36.82,-100.38,6.0,100,Unknown,Spring
2007,3,28,2007-03-28,TX,0,0,0,34.28,-101.5,34.35,-101.44,2.5,75,s,Spring
2007,3,28,2007-03-28,TX,0,0,0,34.37,-101.42,34.39,-101.4,2.0,75,s,Spring
2007,3,28,2007-03-28,TX,0,0,0,34.25,-101.32,34.25,-101.3,0.5,50,s,Spring
2007,3,28,2007-03-28,TX,0,0,0,34.66,-101.2,34.69,-101.19,1.75,100,s,Spring
2007,3,28,2007-03-28,TX,2,0,0,34.5,-101.05,34.78,-100.97,17.5,300,s,Spring
2007,3,28,2007-03-28,TX,0,0,0,35.03,-100.67,35.03,-100.67,0.25,50,s,Spring
2007,3,28,2007-03-28,TX,0,0,0,35.42,-100.81,35.42,-100.81,0.25,50,s,Spring
2007,3,28,2007-03-28,TX,1,0,0,34.45,-101.36,34.54,-101.3,6.75,100,s,Spring
2007,3,28,2007-03-28,TX,1,0,0,34.87,-100.97,34.97,-101.01,7.27,150,s,Spring
2007,3,28,2007-03-28,TX,1,0,0,35.44,-100.81,35.44,-100.81,0.25,50,s,Spring
2007,3,28,2007-03-28,NE,0,0,0,41.05,-101.85,41.05,-101.85,0.1,20,mw,Spring
2007,3,28,2007-03-28,TX,2,0,0,34.93,-100.74,34.99,-100.73,4.15,528,s,Spring
2007,3,28,2007-03-28,TX,2,0,0,35.12,-100.78,35.17,-100.73,4.53,200,s,Spring
2007,3,28,2007-03-28,TX,2,0,0,35.21,-100.58,35.26,-100.56,3.61,200,s,Spring
2007,3,28,2007-03-28,TX,2,0,2,36.45,-100.44,36.62,-100.39,22.0,150,s,Spring
2007,3,28,2007-03-28,TX,3,4,0,35.13,-100.94,35.3,-100.98,6.35,600,s,Spring
2007,3,28,2007-03-28,TX,3,0,0,35.32,-100.55,35.43,-100.6,7.99,1760,s,Spring
2007,3,28,2007-03-28,TX,3,1,1,35.69,-100.49,35.8,-100.51,7.77,1408,s,Spring
2007,3,28,2007-03-28,TX,0,0,0,34.8,-101.06,34.81,-101.05,1.0,100,s,Spring
2007,3,28,2007-03-28,NE,0,0,0,40.71,-101.76,40.71,-101.76,0.2,20,mw,Spring
2007,3,28,2007-03-28,TX,0,0,0,35.09,-100.67,35.17,-100.65,1.0,50,s,Spring
2007,3,28,2007-03-28,NE,0,0,0,42.52,-101.93,42.56,-101.9,3.0,150,mw,Spring
2007,3,28,2007-03-28,CO,1,0,0,38.46,-102.05,38.68,-102.02,11.62,440,w,Spring
2007,3,28,2007-03-28,CO,3,9,2,38.02,-102.12,38.41,-102.08,28.0,900,w,Spring
2007,3,28,2007-03-28,IL,0,0,0,40.28,-89.23,40.28,-89.23,0.1,10,mw,Spring
2007,3,28,2007-03-28,IL,0,0,0,40.3,-89.2,40.3,-89.2,0.1,10,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,38.85,-101.72,38.85,-101.72,0.5,10,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,38.88,-101.73,38.94,-101.65,6.0,75,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,39.62,-100.2,39.71,-100.29,8.0,25,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,37.25,-100.29,37.27,-100.29,1.4,50,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,37.33,-100.27,37.33,-100.27,1.3,50,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,38.12,-101.88,38.43,-101.87,21.6,100,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,39.3,-101.65,39.3,-101.65,0.5,10,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,37.63,-100.18,37.75,-100.2,7.8,50,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,39.36,-101.55,39.4,-101.55,3.0,25,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,39.2,-101.64,39.2,-101.64,0.5,10,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,39.33,-101.48,39.37,-101.5,2.5,25,mw,Spring
2007,3,28,2007-03-28,KS,3,0,0,38.08,-100.07,38.49,-100.11,29.09,1320,mw,Spring
2007,3,28,2007-03-28,KS,2,0,0,39.48,-101.55,39.91,-101.62,34.0,700,mw,Spring
2007,3,28,2007-03-28,KS,1,0,0,39.91,-101.44,40.16,-101.47,15.0,440,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,37.0,-100.27,37.13,-100.27,8.7,100,mw,Spring
2007,3,28,2007-03-28,KS,1,0,0,37.9,-100.15,38.05,-100.1,10.72,200,mw,Spring
2007,3,28,2007-03-28,KS,1,0,0,37.67,-100.25,37.82,-100.27,10.4,200,mw,Spring
2007,3,28,2007-03-28,KS,1,0,0,39.75,-101.45,39.78,-101.44,4.0,100,mw,Spring
2007,3,28,2007-03-28,KS,1,0,0,37.38,-100.25,37.57,-100.23,13.47,125,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,39.74,-101.52,39.76,-101.53,2.0,25,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,38.8,-101.97,38.81,-101.97,0.5,10,mw,Spring
2007,3,28,2007-03-28,KS,0,0,0,39.37,-101.5,39.37,-101.5,0.5,10,mw,Spring
2007,3,28,2007-03-28,KS,1,0,0,38.44,-101.84,38.83,-101.97,23.0,100,mw,Spring
2007,3,28,2007-03-28,NE,0,0,0,40.66,-101.82,40.66,-101.82,0.1,20,mw,Spring
2007,3,29,2007-03-29,OK,0,0,0,36.57,-98.03,36.62,-98.02,3.0,20,Unknown,Spring
2007,3,29,2007-03-29,OK,1,0,0,36.1,-98.36,36.12,-98.34,2.3,20,Unknown,Spring
2007,3,29,2007-03-29,OK,2,5,0,35.5,-97.71,35.63,-97.69,7.5,50,Unknown,Spring
2007,3,30,2007-03-30,TX,0,0,0,31.1,-97.86,31.07,-97.83,2.5,30,s,Spring
2007,3,30,2007-03-30,TX,1,0,0,31.42,-97.44,31.44,-97.4,2.0,30,s,Spring
2007,3,30,2007-03-30,TX,1,0,0,31.35,-97.6,31.35,-97.55,3.06,30,s,Spring
2007,3,30,2007-03-30,TX,0,0,0,33.02,-96.55,33.03,-96.56,0.75,40,s,Spring
2007,3,30,2007-03-30,TX,0,0,0,31.48,-96.93,31.48,-96.93,0.5,30,s,Spring
2007,3,30,2007-03-30,TX,0,0,0,32.38,-98.44,32.39,-98.46,1.0,30,s,Spring
2007,3,30,2007-03-30,TX,0,0,0,32.24,-98.83,32.23,-98.81,1.0,30,s,Spring
2007,3,30,2007-03-30,KS,0,0,0,38.68,-96.39,38.7,-96.41,2.8,20,mw,Spring
2007,3,30,2007-03-30,KS,0,0,0,38.86,-95.46,38.88,-95.43,2.0,30,mw,Spring
2007,3,30,2007-03-30,TX,0,1,0,32.47,-100.21,32.59,-100.17,7.21,75,s,Spring
2007,3,30,2007-03-30,TX,0,0,0,30.12,-98.17,30.12,-98.17,0.3,50,s,Spring
2007,3,30,2007-03-30,TX,0,0,0,30.14,-98.22,30.15,-98.22,0.2,50,s,Spring
2007,3,31,2007-03-31,IA,0,0,0,42.7,-91.93,42.7,-91.93,0.25,75,mw,Spring
2007,3,31,2007-03-31,IA,1,0,0,42.55,-91.35,42.67,-91.27,11.85,200,mw,Spring
2007,3,31,2007-03-31,MO,0,2,0,38.61,-90.25,38.63,-90.22,1.71,60,mw,Spring
2007,3,31,2007-03-31,TX,1,0,0,29.39,-96.95,29.4,-96.95,0.8,100,s,Spring
2007,3,31,2007-03-31,TX,2,4,0,29.39,-96.88,29.38,-96.87,0.4,75,s,Spring
2007,3,31,2007-03-31,WI,0,0,0,42.69,-90.68,42.69,-90.68,0.25,50,mw,Spring
2007,3,31,2007-03-31,NE,1,0,0,41.67,-96.56,41.69,-96.55,1.0,440,mw,Spring
2007,4,3,2007-04-03,TX,0,0,0,32.7,-97.12,32.69,-97.11,1.0,20,s,Spring
2007,4,3,2007-04-03,KY,1,0,0,37.16,-84.69,37.16,-84.69,0.1,25,s,Spring
2007,4,3,2007-04-03,TN,1,0,0,35.84,-85.22,35.85,-85.14,4.83,100,s,Spring
2007,4,3,2007-04-03,TN,1,7,0,36.48,-83.66,36.38,-83.57,12.0,150,s,Spring
2007,4,3,2007-04-03,TN,0,0,0,34.99,-86.77,34.9,-86.65,9.27,75,s,Spring
2007,4,3,2007-04-03,KY,1,0,0,37.11,-84.01,37.1,-83.98,1.8,50,s,Spring
2007,4,3,2007-04-03,KY,1,0,0,37.24,-85.05,37.17,-84.81,13.77,200,s,Spring
2007,4,3,2007-04-03,KY,0,0,0,36.81,-83.32,36.81,-83.31,0.32,50,s,Spring
2007,4,3,2007-04-03,KY,0,0,0,37.41,-85.26,37.42,-85.25,1.24,25,s,Spring
2007,4,3,2007-04-03,AR,1,0,0,35.81,-90.62,35.81,-90.62,0.06,50,Unknown,Spring
2007,4,3,2007-04-03,AR,0,0,0,35.79,-90.53,35.79,-90.53,0.03,25,Unknown,Spring
2007,4,3,2007-04-03,AL,1,0,0,34.54,-86.01,34.51,-85.98,2.57,100,s,Spring
2007,4,3,2007-04-03,KY,0,0,0,36.8,-83.21,36.79,-83.22,1.18,50,s,Spring
2007,4,10,2007-04-10,FL,0,0,0,26.52,-80.08,26.52,-80.07,0.62,75,s,Spring
2007,4,11,2007-04-11,IN,2,0,0,40.17,-85.96,40.17,-85.96,4.1,100,mw,Spring
2007,4,11,2007-04-11,IN,1,0,0,39.86,-86.58,39.87,-86.49,4.9,75,mw,Spring
2007,4,11,2007-04-11,IN,0,0,0,39.85,-86.6,39.85,-86.6,0.1,50,mw,Spring
2007,4,11,2007-04-11,IN,0,0,0,39.53,-87.1,39.53,-87.07,0.1,50,mw,Spring
2007,4,11,2007-04-11,AL,1,0,0,32.91,-86.89,32.9,-86.87,0.98,200,s,Spring
2007,4,11,2007-04-11,AL,1,0,0,32.84,-85.76,32.83,-85.74,0.9,50,s,Spring
2007,4,11,2007-04-11,AL,1,0,0,33.75,-86.98,33.75,-86.98,0.57,40,s,Spring
2007,4,11,2007-04-11,AL,0,0,0,32.48,-86.15,32.48,-86.15,0.09,25,s,Spring
2007,4,11,2007-04-11,AL,1,0,0,32.37,-85.6,32.33,-85.4,11.47,400,s,Spring
2007,4,13,2007-04-13,TX,0,0,0,33.04,-96.17,33.04,-96.17,0.1,30,s,Spring
2007,4,13,2007-04-13,TX,1,0,1,32.77,-97.33,32.83,-97.25,6.0,125,s,Spring
2007,4,13,2007-04-13,TX,0,0,0,32.91,-96.33,32.91,-96.3,1.95,30,s,Spring
2007,4,13,2007-04-13,TX,0,0,0,33.52,-99.31,33.55,-99.21,6.0,880,s,Spring
2007,4,13,2007-04-13,TX,0,0,0,32.68,-97.46,32.68,-97.43,1.5,30,s,Spring
2007,4,13,2007-04-13,TX,0,0,0,32.79,-96.72,32.8,-96.7,1.0,30,s,Spring
2007,4,13,2007-04-13,TX,0,0,0,33.22,-99.87,33.23,-99.86,0.9,30,s,Spring
2007,4,14,2007-04-14,MS,1,0,0,31.32,-89.19,31.32,-89.18,0.5,50,s,Spring
2007,4,14,2007-04-14,MS,0,0,0,31.6,-89.36,31.6,-89.35,0.27,25,s,Spring
2007,4,14,2007-04-14,MS,0,0,0,31.16,-89.72,31.16,-89.72,0.3,30,s,Spring
2007,4,14,2007-04-14,GA,2,3,0,32.42,-82.96,32.46,-82.86,6.03,200,s,Spring
2007,4,14,2007-04-14,GA,1,2,0,32.2,-83.2,32.25,-83.15,4.48,100,s,Spring
2007,4,14,2007-04-14,GA,0,0,0,32.3,-82.85,32.37,-82.79,5.92,50,s,Spring
2007,4,14,2007-04-14,GA,1,0,0,31.76,-84.27,31.78,-84.23,2.47,100,s,Spring
2007,4,14,2007-04-14,CA,0,0,0,37.0,-121.6,37.0,-121.6,0.2,30,w,Spring
2007,4,14,2007-04-14,AL,1,0,0,31.48,-85.69,31.5,-85.59,5.83,150,s,Spring
2007,4,14,2007-04-14,AL,1,0,0,31.88,-85.72,31.9,-85.67,3.2,100,s,Spring
2007,4,14,2007-04-14,AL,1,0,0,31.33,-87.04,31.33,-87.04,0.25,50,s,Spring
